#hg38.knownCanonical.chrom	hg38.knownCanonical.chromStart	hg38.knownCanonical.chromEnd	hg38.kgXref.geneSymbol	hg38.kgXref.description
chr9	88388418	88478694	SPIN1	Homo sapiens spindlin 1 (SPIN1), mRNA. (from RefSeq NM_006717)
chr9	88391361	88391832	AL353748.2	AL353748.2 (from geneSymbol)
chr9	88410528	88411463	HNRNPA1P14	heterogeneous nuclear ribonucleoprotein A1 pseudogene 14 (from HGNC HNRNPA1P14)
chr9	88484851	88485325	AL353748.1	AL353748.1 (from geneSymbol)
chr9	88535100	88544547	NXNL2	Homo sapiens nucleoredoxin like 2 (NXNL2), transcript variant 1, mRNA. (from RefSeq NM_001161625)
chr9	88627188	88652136	AL592486.1	Homo sapiens cDNA FLJ25666 fis, clone TST03503. (from mRNA AK098532)
chr9	88745835	88745905	MIR4289	Homo sapiens microRNA 4289 (MIR4289), microRNA. (from RefSeq NR_036252)
chr9	88970886	88971341	PCNPP2	PEST containing nuclear protein pseudogene 2 (from HGNC PCNPP2)
chr9	88971637	88976298	AL772202.1	AL772202.1 (from geneSymbol)
chr9	88991446	89005010	S1PR3	Homo sapiens sphingosine-1-phosphate receptor 3 (S1PR3), mRNA. (from RefSeq NM_005226)
chr9	89005770	89178767	SHC3	Homo sapiens SHC adaptor protein 3 (SHC3), mRNA. (from RefSeq NM_016848)
chr9	89088886	89109934	AL353150.1	AL353150.1 (from geneSymbol)
chr9	89311197	89316703	CKS2	Homo sapiens CDC28 protein kinase regulatory subunit 2 (CKS2), mRNA. (from RefSeq NM_001827)
chr9	89312224	89312306	MIR3153	Homo sapiens microRNA 3153 (MIR3153), microRNA. (from RefSeq NR_036108)
chr9	89318505	89359650	SECISBP2	Homo sapiens SECIS binding protein 2 (SECISBP2), transcript variant 1, mRNA. (from RefSeq NM_024077)
chr9	89377390	89498089	SEMA4D	Cell surface receptor for PLXN1B and PLXNB2 that plays  an important role in cell-cell signaling. Promotes reorganization  of the actin cytoskeleton and plays a role in axonal growth cone  guidance in the developing central nervous system. Regulates  dendrite and axon branching and morphogenesis. Promotes the  migration of cerebellar granule cells and of endothelial cells.  Plays a role in the immune system; induces B-cells to aggregate  and improves their viability (in vitro). Promotes signaling via  SRC and PTK2B/PYK2, which then mediates activation of  phosphatidylinositol 3-kinase and of the AKT1 signaling cascade.  Interaction with PLXNB1 mediates activation of RHOA. (from UniProt Q92854)
chr9	89449557	89450754	PA2G4P6	proliferation-associated 2G4 pseudogene 6 (from HGNC PA2G4P6)
chr9	89472236	89472692	AL590233.1	AL590233.1 (from geneSymbol)
chr9	89563536	89604060	AL161910.1	AL161910.1 (from geneSymbol)
chr9	89605012	89606555	GADD45G	Homo sapiens growth arrest and DNA damage inducible gamma (GADD45G), mRNA. (from RefSeq NM_006705)
chr9	89639813	89719759	UNQ6494	Homo sapiens uncharacterized LOC100129066 (UNQ6494), long non-coding RNA. (from RefSeq NR_024280)
chr9	89799694	89821753	BX470209.1	BX470209.1 (from geneSymbol)
chr9	89801726	89803061	BX470209.2	BX470209.2 (from geneSymbol)
chr9	89978281	89987486	AL161629.1	AL161629.1 (from geneSymbol)
chr9	90020653	90041499	MIR4290HG	Homo sapiens MIR4290 host gene (MIR4290HG), long non-coding RNA. (from RefSeq NR_038882)
chr9	90023440	90023535	MIR4290	Homo sapiens microRNA 4290 (MIR4290), microRNA. (from RefSeq NR_036253)
chr9	90081296	90082569	IL6RP1	interleukin 6 receptor pseudogene 1 (from HGNC IL6RP1)
chr9	90108243	90108518	AL161629.2	AL161629.2 (from geneSymbol)
chr9	90158027	90158646	AL353649.1	AL353649.1 (from geneSymbol)
chr9	90216038	90216924	OR7E31P	olfactory receptor family 7 subfamily E member 31 pseudogene (from HGNC OR7E31P)
chr9	90232184	90233141	OR7E116P	olfactory receptor family 7 subfamily E member 116 pseudogene (from HGNC OR7E116P)
chr9	90300901	90433489	LINC01508	Homo sapiens long intergenic non-protein coding RNA 1508 (LINC01508), long non-coding RNA. (from RefSeq NR_109795)
chr9	90463658	90582744	LINC01501	Homo sapiens long intergenic non-protein coding RNA 1501 (LINC01501), long non-coding RNA. (from RefSeq NR_034157)
chr9	90609831	90643105	DIRAS2	Homo sapiens DIRAS family GTPase 2 (DIRAS2), mRNA. (from RefSeq NM_017594)
chr9	90742525	90743380	OR7E109P	olfactory receptor family 7 subfamily E member 109 pseudogene (from HGNC OR7E109P)
chr9	90751239	90752230	OR7E108P	olfactory receptor family 7 subfamily E member 108 pseudogene (from HGNC OR7E108P)
chr9	90801786	90898549	SYK	Homo sapiens spleen associated tyrosine kinase (SYK), transcript variant 1, mRNA. (from RefSeq NM_003177)
chr9	90957259	90965393	AL355607.1	AL355607.1 (from geneSymbol)
chr9	90997053	91001871	AL355607.2	AL355607.2 (from geneSymbol)
chr9	91104956	91107304	AL158071.2	AL158071.2 (from geneSymbol)
chr9	91119137	91163087	AL158071.3	AL158071.3 (from geneSymbol)
chr9	91159572	91165658	LINC00484	long intergenic non-protein coding RNA 484 (from HGNC LINC00484)
chr9	91169584	91170045	AL158071.1	Sequence 254813 from Patent EP1572962. (from mRNA JD273789)
chr9	91170668	91182717	LINC00484	long intergenic non-protein coding RNA 484 (from HGNC LINC00484)
chr9	91206174	91210299	AL158071.4	Homo sapiens cDNA FLJ33835 fis, clone CTONG2004305. (from mRNA AK091154)
chr9	91213814	91361913	AUH	Homo sapiens AU RNA binding methylglutaconyl-CoA hydratase (AUH), transcript variant 1, mRNA. (from RefSeq NM_001698)
chr9	91409044	91423862	NFIL3	Homo sapiens nuclear factor, interleukin 3 regulated (NFIL3), transcript variant 3, mRNA. (from RefSeq NM_005384)
chr9	91426237	91427144	AL353764.1	AL353764.1 (from geneSymbol)
chr9	91611342	91612492	PAICSP2	phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase pseudogene 2 (from HGNC PAICSP2)
chr9	91636250	91636361	MIR3910-1	Homo sapiens microRNA 3910-1 (MIR3910-1), microRNA. (from RefSeq NR_037472)
chr9	91636263	91636345	MIR3910-2	Homo sapiens microRNA 3910-2 (MIR3910-2), microRNA. (from RefSeq NR_037489)
chr9	91722596	91950162	ROR2	Homo sapiens receptor tyrosine kinase like orphan receptor 2 (ROR2), transcript variant 1, mRNA. (from RefSeq NM_004560)
chr9	92006061	92006544	AL391219.1	Sequence 265667 from Patent EP1572962. (from mRNA JD284643)
chr9	92027497	92027824	HSPE1P22	heat shock protein family E (Hsp10) member 1 pseudogene 22 (from HGNC HSPE1P22)
chr9	92031998	92115376	SPTLC1	Homo sapiens serine palmitoyltransferase long chain base subunit 1 (SPTLC1), transcript variant 1, mRNA. (from RefSeq NM_006415)
chr9	92104424	92105451	AL354751.3	Sequence 125607 from Patent EP1572962. (from mRNA JD144583)
chr9	92108857	92108989	MTATP6P29	mitochondrially encoded ATP synthase 6 pseudogene 29 (from HGNC MTATP6P29)
chr9	92109012	92110095	MTCO3P29	mitochondrially encoded cytochrome c oxidase III pseudogene 29 (from HGNC MTCO3P29)
chr9	92110167	92110514	MTND3P23	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 3 pseudogene 23 (from HGNC MTND3P23)
chr9	92110574	92110868	MTND4LP7	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L pseudogene 7 (from HGNC MTND4LP7)
chr9	92110864	92111897	MTND4P15	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4 pseudogene 15 (from HGNC MTND4P15)
chr9	92132397	92138629	AL354751.1	Homo sapiens protein tyrosine phosphatase pseudogene (LOC100128076), non-coding RNA. (from RefSeq NR_015444)
chr9	92141297	92148306	LINC00475	long intergenic non-protein coding RNA 475 (from HGNC LINC00475)
chr9	92150381	92157445	AL354751.2	AL354751.2 (from geneSymbol)
chr9	92171240	92173494	BEND3P2	BEN domain containing 3 pseudogene 2 (from HGNC BEND3P2)
chr9	92177234	92188652	AL136097.3	AL136097.3 (from geneSymbol)
chr9	92205355	92210158	AL136097.2	AL136097.2 (from geneSymbol)
chr9	92210206	92293700	IARS	Homo sapiens isoleucyl-tRNA synthetase (IARS), transcript variant 2, mRNA. (from RefSeq NM_013417)
chr9	92292457	92292547	MIR3651	Homo sapiens microRNA 3651 (MIR3651), microRNA. (from RefSeq NR_037424)
chr9	92292460	92292593	SNORA84	Homo sapiens small nucleolar RNA, H/ACA box 84 (SNORA84), small nucleolar RNA. (from RefSeq NR_003704)
chr9	92297357	92325556	NOL8	Homo sapiens nucleolar protein 8 (NOL8), transcript variant 3, non-coding RNA. (from RefSeq NR_046106)
chr9	92325483	92620533	CENPP	Homo sapiens centromere protein P (CENPP), transcript variant 2, mRNA. (from RefSeq NM_001286969)
chr9	92339657	92341663	AL136097.1	AL136097.1 (from geneSymbol)
chr9	92383966	92404613	OGN	Homo sapiens osteoglycin (OGN), transcript variant 2, mRNA. (from RefSeq NM_024416)
chr9	92414244	92424461	OMD	Homo sapiens osteomodulin (OMD), mRNA. (from RefSeq NM_005014)
chr9	92456204	92482506	ASPN	Homo sapiens asporin (ASPN), transcript variant 1, mRNA. (from RefSeq NM_017680)
chr9	92495311	92536055	ECM2	Homo sapiens extracellular matrix protein 2 (ECM2), transcript variant 1, mRNA. (from RefSeq NM_001393)
chr9	92527983	92528058	MIR4670	Homo sapiens microRNA 4670 (MIR4670), microRNA. (from RefSeq NR_039817)
chr9	92539052	92539184	AL157827.1	AL157827.1 (from geneSymbol)
chr9	92600093	92612368	AL157827.2	AL157827.2 (from geneSymbol)
chr9	92613183	92670265	IPPK	Homo sapiens inositol-pentakisphosphate 2-kinase (IPPK), mRNA. (from RefSeq NM_022755)
chr9	92676942	92677407	AL137074.1	JP 2014500723-A/178542: Polycomb-Associated Non-Coding RNAs. (from mRNA LF371039)
chr9	92711362	92764812	BICD2	Homo sapiens BICD cargo adaptor 2 (BICD2), transcript variant 2, mRNA. (from RefSeq NM_015250)
chr9	92809387	92888693	ANKRD19P	ankyrin repeat domain 19, pseudogene (from HGNC ANKRD19P)
chr9	92820976	92821079	RNU6-714P	RNA, U6 small nuclear 714, pseudogene (from HGNC RNU6-714P)
chr9	92836825	92837668	EEF1DP2	eukaryotic translation elongation factor 1 delta pseudogene 2 (from HGNC EEF1DP2)
chr9	92840954	92841688	AL136981.2	Sequence 295924 from Patent EP1572962. (from mRNA JD314900)
chr9	92846068	92878008	ZNF484	Homo sapiens zinc finger protein 484 (ZNF484), transcript variant 1, mRNA. (from RefSeq NM_031486)
chr9	92883910	92899608	AL136981.1	Homo sapiens ankyrin repeat domain 19, mRNA (cDNA clone IMAGE:4837806). (from mRNA BC028712)
chr9	92893697	92894505	SNX18P2	sorting nexin 18 pseudogene 2 (from HGNC SNX18P2)
chr9	92913155	92921560	ALOX15P2	arachidonate 15-lipoxygenase pseudogene 2 (from HGNC ALOX15P2)
chr9	92947450	93036236	FGD3	Homo sapiens FYVE, RhoGEF and PH domain containing 3 (FGD3), transcript variant 1, mRNA. (from RefSeq NM_001083536)
chr9	93058687	93085132	SUSD3	Homo sapiens sushi domain containing 3 (SUSD3), transcript variant 4, mRNA. (from RefSeq NM_001287007)
chr9	93094938	93095529	AL451065.1	AL451065.1 (from geneSymbol)
chr9	93096217	93113282	CARD19	Homo sapiens caspase recruitment domain family member 19 (CARD19), transcript variant 7, non-coding RNA. (from RefSeq NR_134467)
chr9	93121488	93134288	NINJ1	Homo sapiens ninjurin 1 (NINJ1), mRNA. (from RefSeq NM_004148)
chr9	93147039	93148556	AL390760.1	AL390760.1 (from geneSymbol)
chr9	93184929	93318271	WNK2	Homo sapiens WNK lysine deficient protein kinase 2 (WNK2), transcript variant 1, mRNA. (from RefSeq NM_001282394)
chr9	93318198	93346414	C9orf129	Homo sapiens chromosome 9 open reading frame 129 (C9orf129), mRNA. (from RefSeq NM_001098808)
chr9	93375555	93375667	RNU6-829P	RNA, U6 small nuclear 829, pseudogene (from HGNC RNU6-829P)
chr9	93417854	93417966	RF00019	RF00019 (from geneSymbol)
chr9	93430341	93431299	AL583839.1	AL583839.1 (from geneSymbol)
chr9	93443339	93453592	FAM120AOS	Homo sapiens family with sequence similarity 120A opposite strand (FAM120AOS), transcript variant 1, mRNA. (from RefSeq NM_198841)
chr9	93451721	93566107	FAM120A	Homo sapiens family with sequence similarity 120A (FAM120A), transcript variant 1, mRNA. (from RefSeq NM_014612)
chr9	93576406	93679587	PHF2	Homo sapiens PHD finger protein 2 (PHF2), mRNA. (from RefSeq NM_005392)
chr9	93594840	93594894	MIR548AU	Homo sapiens microRNA 548au (MIR548AU), microRNA. (from RefSeq NR_049853)
chr9	93819356	93819421	MIR4291	Homo sapiens microRNA 4291 (MIR4291), microRNA. (from RefSeq NR_036254)
chr9	93857082	93858333	AL442224.1	Sequence 1399 from Patent EP3253886. (from mRNA LP896535)
chr9	93951621	93955372	BARX1	Homo sapiens BARX homeobox 1 (BARX1), mRNA. (from RefSeq NM_021570)
chr9	93955596	93959140	BARX1-DT	BARX1 divergent transcript (from HGNC BARX1-DT)
chr9	94031026	94109842	PTPDC1	protein tyrosine phosphatase domain containing 1 (from HGNC PTPDC1)
chr9	94038029	94038345	CYCSP24	cytochrome c, somatic pseudogene 24 (from HGNC CYCSP24)
chr9	94166288	94200627	AL158152.2	AL158152.2 (from geneSymbol)
chr9	94175956	94176036	MIRLET7A1	Homo sapiens microRNA let-7a-1 (MIRLET7A1), microRNA. (from RefSeq NR_029476)
chr9	94176346	94176433	MIRLET7F1	Homo sapiens microRNA let-7f-1 (MIRLET7F1), microRNA. (from RefSeq NR_029483)
chr9	94176457	94177892	AL158152.1	Homo sapiens cDNA clone IMAGE:4361039, partial cds. (from mRNA BC064349)
chr9	94176601	94204543	LINC02603	Homo sapiens long intergenic non-protein coding RNA 2603 (LINC02603), transcript variant 1, long non-coding RNA. (from RefSeq NR_046163)
chr9	94178833	94178920	MIRLET7D	Homo sapiens microRNA let-7d (MIRLET7D), microRNA. (from RefSeq NR_029481)
chr9	94259310	94301454	ZNF169	Homo sapiens zinc finger protein 169 (ZNF169), transcript variant 2, mRNA. (from RefSeq NM_194320)
chr9	94287698	94288550	VDAC1P11	voltage dependent anion channel 1 pseudogene 11 (from HGNC VDAC1P11)
chr9	94318195	94328644	NUTM2F	Homo sapiens NUT family member 2F (NUTM2F), mRNA. (from RefSeq NM_017561)
chr9	94332475	94360948	AL691447.2	Homo sapiens uncharacterized LOC100132077 (LOC100132077), long non-coding RNA. (from RefSeq NR_033937)
chr9	94338346	94338733	AL691447.1	AL691447.1 (from geneSymbol)
chr9	94347233	94347563	AL691447.3	Sequence 187754 from Patent EP1572962. (from mRNA JD206730)
chr9	94374550	94461042	MFSD14B	Homo sapiens major facilitator superfamily domain containing 14B (MFSD14B), mRNA. (from RefSeq NM_032558)
chr9	94432630	94433273	YRDCP1	yrdC N(6)-threonylcarbamoyltransferase domain containing pseudogene 1 (from HGNC YRDCP1)
chr9	94496274	94512879	AL358232.1	AL358232.1 (from geneSymbol)
chr9	94507737	94507844	RNU6-669P	RNA, U6 small nuclear 669, pseudogene (from HGNC RNU6-669P)
chr9	94555053	94603990	PCAT7	prostate cancer associated transcript 7 (non-protein coding) (from HGNC PCAT7)
chr9	94558719	94593793	FBP2	Homo sapiens fructose-bisphosphatase 2 (FBP2), mRNA. (from RefSeq NM_003837)
chr9	94603140	94640249	FBP1	Homo sapiens fructose-bisphosphatase 1 (FBP1), transcript variant 2, mRNA. (from RefSeq NM_001127628)
chr9	94759648	95087218	C9orf3	Homo sapiens chromosome 9 open reading frame 3 (C9orf3), transcript variant 1, mRNA. (from RefSeq NM_001193329)
chr9	94809961	94810057	MIR2278	Homo sapiens microRNA 2278 (MIR2278), microRNA. (from RefSeq NR_031755)
chr9	94824271	94824773	AL807757.1	Homo sapiens mRNA; cDNA DKFZp686N0860 (from clone DKFZp686N0860). (from mRNA BX648970)
chr9	94900428	94904754	AL807757.2	AL807757.2 (from geneSymbol)
chr9	94928550	94934946	AL353768.1	AL353768.1 (from geneSymbol)
chr9	94964368	94965624	AL353768.2	AL353768.2 (from geneSymbol)
chr9	95065349	95065446	MIR6081	Homo sapiens microRNA 6081 (MIR6081), microRNA. (from RefSeq NR_106729)
chr9	95085207	95085304	MIR23B	Homo sapiens microRNA 23b (MIR23B), microRNA. (from RefSeq NR_029664)
chr9	95085444	95085541	MIR27B	Homo sapiens microRNA 27b (MIR27B), microRNA. (from RefSeq NR_029665)
chr9	95086013	95086094	MIR3074	Homo sapiens microRNA 3074 (MIR3074), microRNA. (from RefSeq NR_036109)
chr9	95086020	95086088	MIR24-1	Homo sapiens microRNA 24-1 (MIR24-1), microRNA. (from RefSeq NR_029496)
chr9	95099053	95317709	FANCC	Homo sapiens FA complementation group C (FANCC), transcript variant 1, mRNA. (from RefSeq NM_000136)
chr9	95113707	95114461	AL354893.2	AL354893.2 (from geneSymbol)
chr9	95123520	95123868	AL354893.1	Homo sapiens piRNA piR-36475, complete sequence. (from mRNA DQ598409)
chr9	95142448	95142541	RNA5SP288	RNA, 5S ribosomal pseudogene 288 (from HGNC RNA5SP288)
chr9	95292337	95294810	AL157384.1	AL157384.1 (from geneSymbol)
chr9	95406989	95407662	AL161729.3	AL161729.3 (from geneSymbol)
chr9	95413266	95413449	MT1P1	metallothionein 1 pseudogene 1 (from HGNC MT1P1)
chr9	95442979	95508661	PTCH1	Homo sapiens patched 1 (PTCH1), transcript variant 1b, mRNA. (from RefSeq NM_000264)
chr9	95494923	95495379	AL161729.2	AL161729.2 (from geneSymbol)
chr9	95506234	95507636	AL161729.1	Homo sapiens, clone IMAGE:4890344, mRNA. (from mRNA BC023640)
chr9	95514044	95514520	AL161729.4	AL161729.4 (from geneSymbol)
chr9	95599437	95606326	AL392185.1	AL392185.1 (from geneSymbol)
chr9	95650161	95715697	AL354861.2	AL354861.2 (from geneSymbol)
chr9	95652911	95653266	AL354861.1	AL354861.1 (from geneSymbol)
chr9	95759230	95875480	LINC00476	long intergenic non-protein coding RNA 476 (from HGNC LINC00476)
chr9	95772588	95776282	AL354861.3	AL354861.3 (from geneSymbol)
chr9	95859903	95860016	RNU2-46P	RNA, U2 small nuclear 46, pseudogene (from HGNC RNU2-46P)
chr9	95875700	95968840	ERCC6L2	Homo sapiens ERCC excision repair 6 like 2 (ERCC6L2), transcript variant 1, mRNA. (from RefSeq NM_020207)
chr9	95905004	95905141	RNA5SP289	RNA, 5S ribosomal pseudogene 289 (from HGNC RNA5SP289)
chr9	95918135	95918704	AL161454.1	Homo sapiens piRNA piR-55186, complete sequence. (from mRNA DQ588074)
chr9	96023424	96027959	LINC00092	long intergenic non-protein coding RNA 92 (from HGNC LINC00092)
chr9	96095210	96101912	AL449403.1	Homo sapiens cDNA clone IMAGE:3638298. (from mRNA BC008050)
chr9	96103078	96103174	RF00019	RF00019 (from geneSymbol)
chr9	96106660	96116411	AL449403.2	Homo sapiens uncharacterized LOC158434 (LOC158434), long non-coding RNA. (from RefSeq NR_132344)
chr9	96146006	96147856	EIF4BP3	eukaryotic translation initiation factor 4B pseudogene 3 (from HGNC EIF4BP3)
chr9	96235305	96302176	HSD17B3	Homo sapiens hydroxysteroid 17-beta dehydrogenase 3 (HSD17B3), mRNA. (from RefSeq NM_000197)
chr9	96235351	96352058	AL160269.1	Homo sapiens cDNA: FLJ21188 fis, clone CAS11813. (from mRNA AK024841)
chr9	96246461	96250393	HSD17B3-AS1	HSD17B3 antisense RNA 1 (from HGNC HSD17B3-AS1)
chr9	96256215	96256319	RNU6-1160P	RNA, U6 small nuclear 1160, pseudogene (from HGNC RNU6-1160P)
chr9	96320705	96383710	SLC35D2	Homo sapiens solute carrier family 35 member D2 (SLC35D2), transcript variant 3, non-coding RNA. (from RefSeq NR_104627)
chr9	96385940	96418329	ZNF367	Homo sapiens zinc finger protein 367 (ZNF367), mRNA. (from RefSeq NM_153695)
chr9	96407283	96407797	AL133477.1	JP 2014500723-A/192431: Polycomb-Associated Non-Coding RNAs. (from mRNA LF384928)
chr9	96450204	96491336	HABP4	Homo sapiens hyaluronan binding protein 4 (HABP4), mRNA. (from RefSeq NM_014282)
chr9	96502611	96567254	CDC14B	Homo sapiens cell division cycle 14B (CDC14B), transcript variant 3, mRNA. (from RefSeq NM_001077181)
chr9	96639576	96655281	PRXL2C	Homo sapiens peroxiredoxin like 2C (PRXL2C), mRNA. (from RefSeq NM_153698)
chr9	96687055	96721121	AL589843.1	AL589843.1 (from geneSymbol)
chr9	96725889	96727243	AL589843.2	Homo sapiens makorin ring finger protein 1 pseudogene (LOC441455), non-coding RNA. (from RefSeq NR_026792)
chr9	96755864	96778056	ZNF510	Homo sapiens zinc finger protein 510 (ZNF510), transcript variant 1, mRNA. (from RefSeq NM_001314059)
chr9	96816471	96854488	ZNF782	May be involved in transcriptional regulation (By  similarity). (from UniProt Q6ZMW2)
chr9	96910075	96910405	AL158827.2	Sequence 187754 from Patent EP1572962. (from mRNA JD206730)
chr9	96918927	96919318	AL158827.1	AL158827.1 (from geneSymbol)
chr9	96928309	96940253	NUTM2G	Homo sapiens NUT family member 2G (NUTM2G), transcript variant 1, mRNA. (from RefSeq NM_001045477)
chr9	96946044	97013580	MFSD14C	major facilitator superfamily domain containing 14C (from HGNC MFSD14C)
chr9	96954819	96955461	YRDCP2	yrdC N(6)-threonylcarbamoyltransferase domain containing pseudogene 2 (from HGNC YRDCP2)
chr9	97029678	97039643	CTSV	Homo sapiens cathepsin V (CTSV), transcript variant 2, mRNA. (from RefSeq NM_001201575)
chr9	97067748	97068628	TCEA1P1	transcription elongation factor A1 pseudogene 1 (from HGNC TCEA1P1)
chr9	97075670	97081945	GAS2L1P2	Homo sapiens growth arrest specific 2 like 1 pseudogene 2 (GAS2L1P2), non-coding RNA. (from RefSeq NR_002942)
chr9	97093693	97094638	VN1R51P	vomeronasal 1 receptor 51 pseudogene (from HGNC VN1R51P)
chr9	97121658	97122489	FAM220CP	family with sequence similarity 220 member C, pseudogene (from HGNC FAM220CP)
chr9	97151893	97152694	AL445670.1	Homo sapiens piRNA piR-44499, complete sequence. (from mRNA DQ576387)
chr9	97156569	97221235	ANKRD18CP	ankyrin repeat domain 18C, pseudogene (from HGNC ANKRD18CP)
chr9	97192922	97193025	RNU6-798P	RNA, U6 small nuclear 798, pseudogene (from HGNC RNU6-798P)
chr9	97195350	97197687	AL590705.3	Homo sapiens clone HLS_IMAGE_282884 mRNA sequence. (from mRNA DQ786258)
chr9	97198302	97199511	ZNF322P1	zinc finger protein 322 pseudogene 1 (from HGNC ZNF322P1)
chr9	97200474	97238700	AL590705.1	Homo sapiens cDNA, FLJ99517. (from mRNA AK309476)
chr9	97233200	97235014	AL590705.2	AL590705.2 (from geneSymbol)
chr9	97238482	97297314	SUGT1P4-STRA6LP	Homo sapiens SUGT1P4-STRA6LP readthrough (SUGT1P4-STRA6LP), non-coding RNA. (from RefSeq NR_036526)
chr9	97238644	97246184	SUGT1P4	SUGT1 pseudogene 4 (from HGNC SUGT1P4)
chr9	97250828	97377098	STRA6LP	Homo sapiens SUGT1P4-STRA6LP-CCDC180 readthrough (SUGT1P4-STRA6LP-CCDC180), transcript variant 1, long non-coding RNA. (from RefSeq NR_036528)
chr9	97276565	97295759	AL512590.2	Homo sapiens cDNA FLJ50055 complete cds. (from mRNA AK301827)
chr9	97307658	97376933	CCDC180	Homo sapiens coiled-coil domain containing 180 (CCDC180), transcript variant 1, mRNA. (from RefSeq NM_020893)
chr9	97363553	97363681	MIR1302-8	Homo sapiens microRNA 1302-8 (MIR1302-8), microRNA. (from RefSeq NR_031637)
chr9	97386239	97396112	AL512590.1	AL512590.1 (from geneSymbol)
chr9	97411949	97496125	TDRD7	Homo sapiens tudor domain containing 7 (TDRD7), transcript variant 1, mRNA. (from RefSeq NM_014290)
chr9	97501179	97601741	TMOD1	Homo sapiens tropomodulin 1 (TMOD1), transcript variant 2, mRNA. (from RefSeq NM_001166116)
chr9	97512705	97516706	AL162385.1	AL162385.1 (from geneSymbol)
chr9	97600082	97633575	TSTD2	Homo sapiens thiosulfate sulfurtransferase like domain containing 2 (TSTD2), mRNA. (from RefSeq NM_139246)
chr9	97633625	97673748	NCBP1	Homo sapiens nuclear cap binding protein subunit 1 (NCBP1), transcript variant 1, mRNA. (from RefSeq NM_002486)
chr9	97634514	97636051	AL162385.2	AL162385.2 (from geneSymbol)
chr9	97674908	97697357	XPA	Homo sapiens XPA, DNA damage recognition and repair factor (XPA), transcript variant 1, mRNA. (from RefSeq NM_000380)
chr9	97698921	97700734	KRT18P13	keratin 18 pseudogene 13 (from HGNC KRT18P13)
chr9	97699624	97853080	PTCSC2	Homo sapiens papillary thyroid carcinoma susceptibility candidate 2 (PTCSC2), long non-coding RNA. (from RefSeq NR_147055)
chr9	97743207	97744935	AL445531.1	AL445531.1 (from geneSymbol)
chr9	97853253	97856715	FOXE1	Homo sapiens forkhead box E1 (FOXE1), mRNA. (from RefSeq NM_004473)
chr9	97904488	97922570	TRMO	Homo sapiens tRNA methyltransferase O (TRMO), transcript variant 1, mRNA. (from RefSeq NM_016481)
chr9	97915689	97915796	RF00019	RF00019 (from geneSymbol)
chr9	97926790	97944856	HEMGN	Homo sapiens hemogen (HEMGN), transcript variant 2, mRNA. (from RefSeq NM_018437)
chr9	97983360	98015943	ANP32B	Homo sapiens acidic nuclear phosphoprotein 32 family member B (ANP32B), mRNA. (from RefSeq NM_006401)
chr9	97986550	97987656	AL354726.1	AL354726.1 (from geneSymbol)
chr9	98032229	98032335	RNU6-918P	RNA, U6 small nuclear 918, pseudogene (from HGNC RNU6-918P)
chr9	98056738	98083075	NANS	Homo sapiens N-acetylneuraminate synthase (NANS), mRNA. (from RefSeq NM_018946)
chr9	98069274	98119210	TRIM14	Inhibits the transcriptional activity of SPI1 in a dose-  dependent manner (By similarity). (from UniProt Q14142)
chr9	98115884	98116135	RF00017	JP 2014500723-A/192887: Polycomb-Associated Non-Coding RNAs. (from mRNA LF385384)
chr9	98120974	98192640	CORO2A	Homo sapiens coronin 2A (CORO2A), transcript variant 2, mRNA. (from RefSeq NM_052820)
chr9	98198998	98255721	TBC1D2	Homo sapiens TBC1 domain family member 2 (TBC1D2), transcript variant 1, mRNA. (from RefSeq NM_001267571)
chr9	98229148	98229217	MIR6854	Homo sapiens microRNA 6854 (MIR6854), microRNA. (from RefSeq NR_106913)
chr9	98234708	98235567	AL360081.1	AL360081.1 (from geneSymbol)
chr9	98288081	98709197	GABBR2	Homo sapiens gamma-aminobutyric acid type B receptor subunit 2 (GABBR2), mRNA. (from RefSeq NM_005458)
chr9	98606832	98608133	SEPT7P7	septin 7 pseudogene 7 (from HGNC SEPT7P7)
chr9	98732018	98796539	ANKS6	Homo sapiens ankyrin repeat and sterile alpha motif domain containing 6 (ANKS6), mRNA. (from RefSeq NM_173551)
chr9	98798465	98807564	AL807776.1	AL807776.1 (from geneSymbol)
chr9	98807698	98850081	GALNT12	Homo sapiens polypeptide N-acetylgalactosaminyltransferase 12 (GALNT12), mRNA. (from RefSeq NM_024642)
chr9	98862238	98872263	AL136084.2	AL136084.2 (from geneSymbol)
chr9	98890589	98891937	AL136084.1	AL136084.1 (from geneSymbol)
chr9	98943336	98943775	AL136084.3	AL136084.3 (from geneSymbol)
chr9	98943638	99070792	COL15A1	Homo sapiens collagen type XV alpha 1 chain (COL15A1), mRNA. (from RefSeq NM_001855)
chr9	99105088	99154192	TGFBR1	Homo sapiens transforming growth factor beta receptor 1 (TGFBR1), transcript variant 1, mRNA. (from RefSeq NM_004612)
chr9	99145839	99145966	RNA5SP290	RNA, 5S ribosomal pseudogene 290 (from HGNC RNA5SP290)
chr9	99183372	99184891	AL162427.1	AL162427.1 (from geneSymbol)
