#hg38.knownCanonical.chrom	hg38.knownCanonical.chromStart	hg38.knownCanonical.chromEnd	hg38.kgXref.geneSymbol	hg38.kgXref.description
chr22	23765833	23768443	CHCHD10	Homo sapiens coiled-coil-helix-coiled-coil-helix domain containing 10 (CHCHD10), transcript variant 2, mRNA. (from RefSeq NM_213720)
chr22	23772818	23784316	MMP11	Homo sapiens matrix metallopeptidase 11 (MMP11), transcript variant 1, mRNA. (from RefSeq NM_005940)
chr22	23786945	23838008	SMARCB1	Homo sapiens SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1 (SMARCB1), transcript variant 1, mRNA. (from RefSeq NM_003073)
chr22	23836733	23839004	DERL3	Homo sapiens derlin 3 (DERL3), transcript variant 2, mRNA. (from RefSeq NM_001002862)
chr22	23856426	23857039	AP000350.5	AP000350.5 (from geneSymbol)
chr22	23856702	23886309	SLC2A11	Homo sapiens solute carrier family 2 member 11 (SLC2A11), transcript variant 5, non-coding RNA. (from RefSeq NR_104247)
chr22	23862187	23895223	AP000350.4	The sequence shown here is derived from an Ensembl  automatic analysis pipeline and should be considered as  preliminary data. (from UniProt H7C1H1)
chr22	23865247	23873277	AP000350.7	Sequence 227852 from Patent EP1572962. (from mRNA JD246828)
chr22	23879492	23879790	RN7SL268P	RNA, 7SL, cytoplasmic 268, pseudogene (from HGNC RN7SL268P)
chr22	23894003	23895226	MIF	Homo sapiens macrophage migration inhibitory factor (MIF), mRNA. (from RefSeq NM_002415)
chr22	23894425	23898930	MIF-AS1	Homo sapiens MIF antisense RNA 1 (MIF-AS1), long non-coding RNA. (from RefSeq NR_038911)
chr22	23901431	23907068	AP000350.6	Homo sapiens cDNA FLJ45037 fis, clone BRAWH3019820. (from mRNA AK126983)
chr22	23926899	23929574	AP000350.2	AP000350.2 (from geneSymbol)
chr22	23939997	23942798	AP000350.1	AP000350.1 (from geneSymbol)
chr22	23949917	23954042	AP000350.3	AP000350.3 (from geneSymbol)
chr22	23957413	23961186	GSTT2B	Homo sapiens glutathione S-transferase theta 2B (gene/pseudogene) (GSTT2B), transcript variant 1, mRNA. (from RefSeq NM_001080843)
chr22	23963779	23964374	AC253536.2	AC253536.2 (from geneSymbol)
chr22	23966900	23972532	DDTL	Homo sapiens D-dopachrome tautomerase like (DDTL), mRNA. (from RefSeq NM_001084393)
chr22	23969210	23969873	AC253536.6	AC253536.6 (from geneSymbol)
chr22	23971364	23979828	DDT	Homo sapiens D-dopachrome tautomerase (DDT), transcript variant 1, mRNA. (from RefSeq NM_001355)
chr22	23971377	23980469	AC253536.7	The sequence shown here is derived from an Ensembl  automatic analysis pipeline and should be considered as  preliminary data. (from UniProt J3KQ18)
chr22	23976871	23991421	AC253536.1	AC253536.1 (from geneSymbol)
chr22	23976903	23977585	AC253536.5	AC253536.5 (from geneSymbol)
chr22	23980122	23983911	GSTT2	glutathione S-transferase theta 2 (gene/pseudogene) (from HGNC GSTT2)
chr22	23998400	24005409	GSTT4	Homo sapiens glutathione S-transferase theta 4 (GSTT4), transcript variant 1, mRNA. (from RefSeq NM_001358664)
chr22	24006304	24008258	AC253536.4	AC253536.4 (from geneSymbol)
chr22	24011314	24178628	CABIN1	Homo sapiens calcineurin binding protein 1 (CABIN1), transcript variant 2, mRNA. (from RefSeq NM_012295)
chr22	24101688	24103354	AC253536.3	AC253536.3 (from geneSymbol)
chr22	24181258	24189110	SUSD2	Homo sapiens sushi domain containing 2 (SUSD2), mRNA. (from RefSeq NM_019601)
chr22	24219653	24245142	GGT5	Homo sapiens gamma-glutamyltransferase 5 (GGT5), transcript variant 2, mRNA. (from RefSeq NM_004121)
chr22	24248073	24249466	GGTLC4P	gamma-glutamyltransferase light chain 4 pseudogene (from HGNC GGTLC4P)
chr22	24251827	24265525	POM121L9P	Homo sapiens POM121 transmembrane nucleoporin like 9, pseudogene (POM121L9P), non-coding RNA. (from RefSeq NR_003714)
chr22	24259928	24263764	BCRP1	breakpoint cluster region pseudogene 1 (from HGNC BCRP1)
chr22	24269345	24270134	AP000354.1	AP000354.1 (from geneSymbol)
chr22	24270816	24417739	SPECC1L	Homo sapiens sperm antigen with calponin homology and coiled-coil domains 1 like (SPECC1L), transcript variant 2, mRNA. (from RefSeq NM_001145468)
chr22	24270897	24442356	SPECC1L-ADORA2A	Homo sapiens SPECC1L-ADORA2A readthrough (NMD candidate) (SPECC1L-ADORA2A), long non-coding RNA. (from RefSeq NR_103546)
chr22	24423596	24442356	ADORA2A	Homo sapiens adenosine A2a receptor (ADORA2A), transcript variant 5, mRNA. (from RefSeq NM_001278500)
chr22	24429205	24494800	ADORA2A-AS1	Homo sapiens ADORA2A antisense RNA 1 (ADORA2A-AS1), transcript variant 1, long non-coding RNA. (from RefSeq NR_028484)
chr22	24495059	24526585	UPB1	Homo sapiens beta-ureidopropionase 1 (UPB1), mRNA. (from RefSeq NM_016327)
chr22	24516507	24518386	AP000355.1	AP000355.1 (from geneSymbol)
chr22	24540437	24555182	GUCD1	Homo sapiens guanylyl cyclase domain containing 1 (GUCD1), transcript variant 4, mRNA. (from RefSeq NM_031444)
chr22	24555502	24572772	SNRPD3	Homo sapiens small nuclear ribonucleoprotein D3 polypeptide (SNRPD3), transcript variant 1, mRNA. (from RefSeq NM_004175)
chr22	24583749	24628968	GGT1	Homo sapiens gamma-glutamyltransferase 1 (GGT1), transcript variant 3, mRNA. (from RefSeq NM_013430)
chr22	24585619	24593063	LRRC75B	Homo sapiens leucine rich repeat containing 75B (LRRC75B), mRNA. (from RefSeq NM_207644)
chr22	24598053	24599398	AP000356.1	AP000356.1 (from geneSymbol)
chr22	24632953	24650012	BCRP3	Homo sapiens breakpoint cluster region pseudogene 3 (BCRP3), non-coding RNA. (from RefSeq NR_024494)
chr22	24633271	24633443	AP000356.4	JP 2014500723-A/16292: Polycomb-Associated Non-Coding RNAs. (from mRNA LF208789)
chr22	24644790	24650832	AP000356.3	Homo sapiens cDNA FLJ57042 complete cds, moderately similar to Breakpoint cluster region protein (EC 2.7.11.1). (from mRNA AK297038)
chr22	24645170	24651657	AP000356.2	Homo sapiens mRNA; cDNA DKFZp686I1532 (from clone DKFZp686I1532). (from mRNA BX648116)
chr22	24657480	24658765	POM121L10P	POM121 transmembrane nucleoporin like 10, pseudogene (from HGNC POM121L10P)
chr22	24686167	24686679	ARL5AP4	ADP ribosylation factor like GTPase 5A pseudogene 4 (from HGNC ARL5AP4)
chr22	24686922	24688087	AP000357.1	JP 2014500723-A/132554: Polycomb-Associated Non-Coding RNAs. (from mRNA LF325051)
chr22	24691121	24696003	AP000357.2	AP000357.2 (from geneSymbol)
chr22	24703347	24703503	AP000358.1	AP000358.1 (from geneSymbol)
chr22	24712291	24712520	CRIP1P4	cysteine rich protein 1 pseudogene 4 (from HGNC CRIP1P4)
chr22	24719033	24774716	PIWIL3	Homo sapiens piwi like RNA-mediated gene silencing 3 (PIWIL3), transcript variant 2, mRNA. (from RefSeq NM_001255975)
chr22	24806318	24925137	SGSM1	Homo sapiens small G protein signaling modulator 1 (SGSM1), transcript variant 1, mRNA. (from RefSeq NM_001039948)
chr22	24901146	24901214	RF00275	RF00275 (from geneSymbol)
chr22	24934953	24946694	TMEM211	Membrane; Multi-pass membrane protein  (Potential). (from UniProt Q6ICI0)
chr22	24952729	25194457	KIAA1671	  Event=Alternative splicing; Named isoforms=2;  Name=1;    IsoId=Q9BY89-1; Sequence=Displayed;  Name=2;    IsoId=Q9BY89-2; Sequence=VSP_025337, VSP_025338; (from UniProt Q9BY89)
chr22	25009684	25015072	AL022323.3	Sequence 519024 from Patent EP1572962. (from mRNA JD538000)
chr22	25022593	25024652	AL022323.5	Sequence 227407 from Patent EP1572962. (from mRNA JD246383)
chr22	25048966	25051966	AL022323.2	AL022323.2 (from geneSymbol)
chr22	25052121	25065241	AL022323.4	Sequence 515868 from Patent EP1572962. (from mRNA JD534844)
chr22	25102432	25112692	AL022323.1	Homo sapiens uncharacterized LOC100128531 (LOC100128531), long non-coding RNA. (from RefSeq NR_038941)
chr22	25179308	25179554	Z99916.2	Z99916.2 (from geneSymbol)
chr22	25199849	25207363	CRYBB3	Homo sapiens crystallin beta B3 (CRYBB3), mRNA. (from RefSeq NM_004076)
chr22	25212741	25213685	Z99916.1	Z99916.1 (from geneSymbol)
chr22	25219521	25231869	CRYBB2	Homo sapiens crystallin beta B2 (CRYBB2), mRNA. (from RefSeq NM_000496)
chr22	25251522	25252602	Z99916.3	Sequence 86748 from Patent EP1572962. (from mRNA JD105724)
chr22	25279528	25282291	AL022332.1	AL022332.1 (from geneSymbol)
chr22	25282612	25320086	AL022324.4	AL022324.4 (from geneSymbol)
chr22	25282942	25300791	AL022332.2	AL022332.2 (from geneSymbol)
chr22	25318255	25320080	IGLL3P	immunoglobulin lambda like polypeptide 3, pseudogene (from HGNC IGLL3P)
chr22	25327251	25339975	AL022324.1	AL022324.1 (from geneSymbol)
chr22	25349542	25350322	AL022324.2	AL022324.2 (from geneSymbol)
chr22	25351420	25381577	LRP5L	Homo sapiens LDL receptor related protein 5 like (LRP5L), transcript variant 2, mRNA. (from RefSeq NM_001135772)
chr22	25434323	25435070	AL022324.3	AL022324.3 (from geneSymbol)
chr22	25436311	25436915	AL008721.1	AL008721.1 (from geneSymbol)
chr22	25437305	25437823	IGLVIVOR22-1	immunoglobulin lambda variable (IV)/OR22-1 (pseudogene) (from HGNC IGLVIVOR22-1)
chr22	25455645	25455711	MIR6817	Homo sapiens microRNA 6817 (MIR6817), microRNA. (from RefSeq NR_106875)
chr22	25455795	25520854	CRYBB2P1	crystallin beta B2 pseudogene 1 (from HGNC CRYBB2P1)
chr22	25476217	25479971	AL008721.2	Homo sapiens cDNA FLJ32587 fis, clone SPLEN2000402. (from mRNA AK057149)
chr22	25561116	25564462	AL022329.1	AL022329.1 (from geneSymbol)
chr22	25564848	25729294	GRK3	Homo sapiens G protein-coupled receptor kinase 3 (GRK3), mRNA. (from RefSeq NM_005160)
chr22	25580240	25581382	AL022329.2	AL022329.2 (from geneSymbol)
chr22	25647260	25649232	YES1P1	YES1 pseudogene 1 (from HGNC YES1P1)
chr22	25715040	25715169	RNA5SP494	RNA, 5S ribosomal pseudogene 494 (from HGNC RNA5SP494)
chr22	25742152	26031041	MYO18B	Homo sapiens myosin XVIIIB (MYO18B), transcript variant 2, mRNA. (from RefSeq NM_032608)
chr22	25756317	25756669	AL022329.3	AL022329.3 (from geneSymbol)
chr22	25897463	25898633	Z98949.1	Z98949.1 (from geneSymbol)
chr22	25959073	25983526	Z98949.3	Z98949.3 (from geneSymbol)
chr22	25963982	25964273	RN7SKP169	RNA, 7SK small nuclear pseudogene 169 (from HGNC RN7SKP169)
chr22	26006388	26006532	Z98949.2	Z98949.2 (from geneSymbol)
chr22	26161833	26164303	LINC02559	long intergenic non-protein coding RNA 2559 (from HGNC LINC02559)
chr22	26161909	26163214	AL022337.1	AL022337.1 (from geneSymbol)
chr22	26169574	26380373	SEZ6L	Homo sapiens seizure related 6 homolog like (SEZ6L), transcript variant 1, mRNA. (from RefSeq NM_021115)
chr22	26241330	26254092	AL080273.1	AL080273.1 (from geneSymbol)
chr22	26390666	26390776	RNA5SP495	RNA, 5S ribosomal pseudogene 495 (from HGNC RNA5SP495)
chr22	26422070	26423193	Z99714.1	Z99714.1 (from geneSymbol)
chr22	26429272	26445015	ASPHD2	Homo sapiens aspartate beta-hydroxylase domain containing 2 (ASPHD2), mRNA. (from RefSeq NM_020437)
chr22	26451479	26483812	HPS4	Homo sapiens HPS4, biogenesis of lysosomal organelles complex 3 subunit 2 (HPS4), transcript variant 1, mRNA. (from RefSeq NM_022081)
chr22	26483876	26494658	SRRD	Homo sapiens SRR1 domain containing (SRRD), mRNA. (from RefSeq NM_001013694)
chr22	26491224	26512505	TFIP11	Homo sapiens tuftelin interacting protein 11 (TFIP11), transcript variant 6, mRNA. (from RefSeq NM_001346861)
chr22	26512536	26514568	Z95115.1	Homo sapiens cDNA FLJ32881 fis, clone TESTI2004153. (from mRNA AK057443)
chr22	26525745	26596717	TPST2	Catalyzes the O-sulfation of tyrosine residues within  acidic motifs of polypeptides. (from UniProt O60704)
chr22	26555211	26555323	MIR548J	Homo sapiens microRNA 548j (MIR548J), microRNA. (from RefSeq NR_031615)
chr22	26560525	26561088	HMGB1P10	high mobility group box 1 pseudogene 10 (from HGNC HMGB1P10)
chr22	26599277	26618088	CRYBB1	Crystallins are the dominant structural components of  the vertebrate eye lens. (from UniProt P53674)
chr22	26621963	26630672	CRYBA4	Homo sapiens crystallin beta A4 (CRYBA4), mRNA. (from RefSeq NM_001886)
chr22	26644888	26645336	ISCA2P1	iron-sulfur cluster assembly 2 pseudogene 1 (from HGNC ISCA2P1)
chr22	26657519	26676475	MIAT	myocardial infarction associated transcript (non-protein coding) (from HGNC MIAT)
chr22	26657520	26657655	RF01874	Sequence 162045 from Patent EP1572962. (from mRNA JD181021)
chr22	26667692	26672654	Z99774.1	Homo sapiens cDNA FLJ42830 fis, clone BRCAN2017905. (from mRNA AK124820)
chr22	26671401	26671550	RF01875	RF01875 (from geneSymbol)
chr22	26672163	26672248	RF01876	RF01876 (from geneSymbol)
chr22	26672804	26780207	MIATNB	MIAT neighbor (non-protein coding) (from HGNC MIATNB)
chr22	26673253	26673630	RF01877	RF01877 (from geneSymbol)
chr22	26858633	26865786	LINC01422	long intergenic non-protein coding RNA 1422 (from HGNC LINC01422)
chr22	26886908	26887548	Z97353.1	Z97353.1 (from geneSymbol)
chr22	26903339	26920611	LINC01422	Homo sapiens long intergenic non-protein coding RNA 1422 (LINC01422), long non-coding RNA. (from RefSeq NR_110540)
chr22	27019368	27024550	AL008638.3	Sequence 183875 from Patent EP1572962. (from mRNA JD202851)
chr22	27035886	27035991	RNU6-1066P	RNA, U6 small nuclear 1066, pseudogene (from HGNC RNU6-1066P)
chr22	27040196	27041494	AL008638.5	AL008638.5 (from geneSymbol)
chr22	27044000	27045315	AL008638.4	AL008638.4 (from geneSymbol)
chr22	27048143	27060518	AL008638.2	Homo sapiens cDNA clone IMAGE:5245135. (from mRNA BC036876)
chr22	27102765	27107019	AL008638.6	AL008638.6 (from geneSymbol)
chr22	27143477	27159878	AL008638.1	AL008638.1 (from geneSymbol)
chr22	27204210	27205126	AL021153.1	AL021153.1 (from geneSymbol)
chr22	27221348	27224727	LINC01638	long intergenic non-protein coding RNA 1638 (from HGNC LINC01638)
chr22	27276239	27286349	AL020994.3	AL020994.3 (from geneSymbol)
chr22	27307482	27318538	AL020994.1	AL020994.1 (from geneSymbol)
chr22	27310650	27317456	LINC02554	Homo sapiens long intergenic non-protein coding RNA 2554 (LINC02554), long non-coding RNA. (from RefSeq NR_134581)
chr22	27331786	27379265	AL020994.2	AL020994.2 (from geneSymbol)
chr22	27414492	27419713	AL049536.1	AL049536.1 (from geneSymbol)
chr22	27457246	27460060	AL050402.1	AL050402.1 (from geneSymbol)
chr22	27563838	27573573	AL133456.1	AL133456.1 (from geneSymbol)
chr22	27676558	27714970	AL121885.2	AL121885.2 (from geneSymbol)
chr22	27707579	27709931	AL121885.3	AL121885.3 (from geneSymbol)
chr22	27716479	27721677	AL121885.1	AL121885.1 (from geneSymbol)
chr22	27748276	27801498	MN1	Homo sapiens MN1 proto-oncogene, transcriptional regulator (MN1), mRNA. (from RefSeq NM_002430)
chr22	27851668	27919268	PITPNB	Homo sapiens phosphatidylinositol transfer protein beta (PITPNB), transcript variant sp1, mRNA. (from RefSeq NM_012399)
chr22	27919383	27919545	RF02198	RF02198 (from geneSymbol)
chr22	27919420	28002679	TTC28-AS1	Homo sapiens TTC28 antisense RNA 1 (TTC28-AS1), transcript variant 1, long non-coding RNA. (from RefSeq NR_026963)
chr22	27920524	27920612	MIR3199-1	Homo sapiens microRNA 3199-1 (MIR3199-1), microRNA. (from RefSeq NR_036169)
chr22	27920525	27920611	MIR3199-2	Homo sapiens microRNA 3199-2 (MIR3199-2), microRNA. (from RefSeq NR_036170)
chr22	27922021	27922178	RF02199	RF02199 (from geneSymbol)
chr22	27978013	28679865	TTC28	Homo sapiens tetratricopeptide repeat domain 28 (TTC28), mRNA. (from RefSeq NM_001145418)
chr22	27994473	27994654	RF02200	RF02200 (from geneSymbol)
chr22	28002483	28002595	RF02201	RF02201 (from geneSymbol)
chr22	28056152	28056453	RN7SL757P	RNA, 7SL, cytoplasmic 757, pseudogene (from HGNC RN7SL757P)
chr22	28232755	28232823	RF00150	RF00150 (from geneSymbol)
chr22	28303753	28303850	RF00019	RF00019 (from geneSymbol)
chr22	28459868	28459948	MIR5739	Homo sapiens microRNA 5739 (MIR5739), microRNA. (from RefSeq NR_106713)
chr22	28642978	28643270	RN7SL162P	RNA, 7SL, cytoplasmic 162, pseudogene (from HGNC RN7SL162P)
chr22	28687743	28741844	CHEK2	Homo sapiens checkpoint kinase 2 (CHEK2), transcript variant 1, mRNA. (from RefSeq NM_007194)
chr22	28742030	28757510	HSCB	Homo sapiens HscB mitochondrial iron-sulfur cluster cochaperone (HSCB), transcript variant 1, mRNA. (from RefSeq NM_172002)
chr22	28772673	28789295	CCDC117	Homo sapiens coiled-coil domain containing 117 (CCDC117), transcript variant 1, mRNA. (from RefSeq NM_173510)
chr22	28794554	28800597	XBP1	Homo sapiens X-box binding protein 1 (XBP1), transcript variant 1, mRNA. (from RefSeq NM_005080)
chr22	28800682	28848559	Z93930.2	Z93930.2 (from geneSymbol)
chr22	28814913	28815662	Z93930.3	Z93930.3 (from geneSymbol)
chr22	28835892	28836137	Z93930.1	Z93930.1 (from geneSymbol)
chr22	28917388	29053685	ZNRF3	Homo sapiens zinc and ring finger 3 (ZNRF3), transcript variant 2, mRNA. (from RefSeq NM_032173)
chr22	28992720	29018620	ZNRF3-IT1	ZNRF3 intronic transcript 1 (from HGNC ZNRF3-IT1)
chr22	29024998	29031476	ZNRF3-AS1	Homo sapiens ZNRF3 antisense RNA 1 (ZNRF3-AS1), long non-coding RNA. (from RefSeq NR_046851)
chr22	29058671	29061844	C22orf31	Homo sapiens chromosome 22 open reading frame 31 (C22orf31), mRNA. (from RefSeq NM_015370)
chr22	29073077	29146820	KREMEN1	Homo sapiens kringle containing transmembrane protein 1 (KREMEN1), transcript variant 3, mRNA. (from RefSeq NM_001039570)
chr22	29099040	29111683	AL021393.1	AL021393.1 (from geneSymbol)
chr22	29134013	29134120	RNU6-810P	RNA, U6 small nuclear 810, pseudogene (from HGNC RNU6-810P)
chr22	29191696	29191808	RNU6-1219P	RNA, U6 small nuclear 1219, pseudogene (from HGNC RNU6-1219P)
chr22	29205850	29259597	EMID1	Homo sapiens EMI domain containing 1 (EMID1), transcript variant 1, mRNA. (from RefSeq NM_133455)
chr22	29259851	29267978	RHBDD3	Membrane; Multi-pass membrane protein  (Potential). (from UniProt Q9Y3P4)
chr22	29260888	29262037	AL031186.1	AL031186.1 (from geneSymbol)
chr22	29268315	29300343	EWSR1	Homo sapiens EWS RNA binding protein 1 (EWSR1), transcript variant 1, mRNA. (from RefSeq NM_013986)
chr22	29306581	29312785	GAS2L1	growth arrest specific 2 like 1 (from HGNC GAS2L1)
chr22	29312932	29315756	RASL10A	Homo sapiens RAS like family 10 member A (RASL10A), mRNA. (from RefSeq NM_006477)
chr22	29316743	29317220	AC002059.1	AC002059.1 (from geneSymbol)
chr22	29327681	29388583	AP1B1	Homo sapiens adaptor related protein complex 1 subunit beta 1 (AP1B1), transcript variant 1, mRNA. (from RefSeq NM_001127)
chr22	29333157	29333267	MIR3653	microRNA 3653 (from HGNC MIR3653)
chr22	29333162	29333258	SNORD125	Homo sapiens small nucleolar RNA, C/D box 125 (SNORD125), small nucleolar RNA. (from RefSeq NR_003686)
chr22	29387908	29417757	AC002059.2	AC002059.2 (from geneSymbol)
chr22	29419154	29423193	AC000041.1	AC000041.1 (from geneSymbol)
chr22	29432943	29435005	RFPL4AP6	ret finger protein like 4A pseudogene 6 (from HGNC RFPL4AP6)
chr22	29438582	29442455	RFPL1	Homo sapiens ret finger protein like 1 (RFPL1), mRNA. (from RefSeq NM_021026)
chr22	29441339	29441678	RFPL1S	RFPL1 antisense RNA 1 (from HGNC RFPL1S)
chr22	29480219	29481113	AC000035.1	AC000035.1 (from geneSymbol)
chr22	29480229	29491390	NEFH	Homo sapiens neurofilament heavy (NEFH), mRNA. (from RefSeq NM_021076)
chr22	29505878	29553782	THOC5	Homo sapiens THO complex 5 (THOC5), transcript variant 4, mRNA. (from RefSeq NM_003678)
chr22	29513888	29535390	AC005529.1	AC005529.1 (from geneSymbol)
chr22	29554807	29581337	NIPSNAP1	Homo sapiens nipsnap homolog 1 (NIPSNAP1), transcript variant 1, mRNA. (from RefSeq NM_003634)
chr22	29603557	29698598	NF2	Homo sapiens neurofibromin 2 (NF2), transcript variant 1, mRNA. (from RefSeq NM_000268)
chr22	29608899	29609501	RPEP4	ribulose-5-phosphate-3-epimerase pseudogene 4 (from HGNC RPEP4)
chr22	29705255	29719859	AC004882.1	AC004882.1 (from geneSymbol)
chr22	29711819	29719714	AC004882.2	AC004882.2 (from geneSymbol)
chr22	29720083	29731839	CABP7	Homo sapiens calcium binding protein 7 (CABP7), mRNA. (from RefSeq NM_182527)
chr22	29730955	29766961	ZMAT5	Homo sapiens zinc finger matrin-type 5 (ZMAT5), transcript variant 1, mRNA. (from RefSeq NM_019103)
chr22	29758757	29758859	RF00019	RF00019 (from geneSymbol)
chr22	29767368	29770413	UQCR10	Homo sapiens ubiquinol-cytochrome c reductase, complex III subunit X (UQCR10), transcript variant 1, mRNA. (from RefSeq NM_013387)
chr22	29788607	29838274	ASCC2	Homo sapiens activating signal cointegrator 1 complex subunit 2 (ASCC2), transcript variant 1, mRNA. (from RefSeq NM_032204)
chr22	29883154	30027880	MTMR3	Homo sapiens myotubularin related protein 3 (MTMR3), transcript variant 3, mRNA. (from RefSeq NM_021090)
chr22	29899586	29899693	RNU6-331P	RNA, U6 small nuclear 331, pseudogene (from HGNC RNU6-331P)
chr22	29978949	30028236	AC003681.1	Homo sapiens mRNA, IgA nephropathy-related cDNA 3. (from mRNA AB586697)
chr22	30007048	30007113	MIR6818	Homo sapiens microRNA 6818 (MIR6818), microRNA. (from RefSeq NR_106876)
chr22	30008741	30080230	HORMAD2-AS1	Homo sapiens HORMAD2 and MTMR3 antisense RNA 1 (HORMAD2-AS1), long non-coding RNA. (from RefSeq NR_110541)
chr22	30046275	30047193	CNN2P1	calponin 2 pseudogene 1 (from HGNC CNN2P1)
chr22	30080173	30177075	HORMAD2	Involved in meiotic progression (By similarity). (from UniProt Q8N7B1)
chr22	30105093	30105408	AC003071.2	AC003071.2 (from geneSymbol)
chr22	30136672	30137681	AC003071.1	AC003071.1 (from geneSymbol)
chr22	30184643	30207109	AC002378.1	AC002378.1 (from geneSymbol)
chr22	30239193	30240538	LIF-AS1	Homo sapiens LIF antisense RNA 1 (LIF-AS1), long non-coding RNA. (from RefSeq NR_149070)
chr22	30240446	30246851	LIF	Homo sapiens LIF, interleukin 6 family cytokine (LIF), transcript variant 1, mRNA. (from RefSeq NM_002309)
chr22	30246204	30246998	AC004264.1	Homo sapiens uncharacterized LOC91370 (LOC91370), long non-coding RNA. (from RefSeq NR_148946)
chr22	30262828	30266840	OSM	Homo sapiens oncostatin M (OSM), transcript variant 1, mRNA. (from RefSeq NM_020530)
chr22	30275214	30276951	AC004264.2	Homo sapiens cDNA FLJ30196 fis, clone BRACE2001375. (from mRNA AK054758)
chr22	30285116	30289627	CASTOR1	Homo sapiens cytosolic arginine sensor for mTORC1 subunit 1 (CASTOR1), mRNA. (from RefSeq NM_001037666)
chr22	30285244	30299482	AC004997.1	The sequence shown here is derived from an Ensembl  automatic analysis pipeline and should be considered as  preliminary data. (from UniProt H7C1Q1)
chr22	30291989	30327046	TBC1D10A	Homo sapiens TBC1 domain family member 10A (TBC1D10A), transcript variant 2, mRNA. (from RefSeq NM_031937)
chr22	30331987	30356947	SF3A1	Homo sapiens splicing factor 3a subunit 1 (SF3A1), mRNA. (from RefSeq NM_005877)
chr22	30356634	30376829	CCDC157	Homo sapiens coiled-coil domain containing 157 (CCDC157), transcript variant 1, mRNA. (from RefSeq NM_001318334)
chr22	30378816	30387388	RNF215	Homo sapiens ring finger protein 215 (RNF215), mRNA. (from RefSeq NM_001017981)
chr22	30396856	30425317	SEC14L2	Homo sapiens SEC14 like lipid binding 2 (SEC14L2), transcript variant 1, mRNA. (from RefSeq NM_012429)
chr22	30409261	30428987	AC004832.3	Contains 1 CRAL-TRIO domain. (from UniProt H7C417)
chr22	30420511	30420912	AC004832.5	AC004832.5 (from geneSymbol)
chr22	30421044	30421148	RNU6-564P	RNA, U6 small nuclear 564, pseudogene (from HGNC RNU6-564P)
chr22	30421205	30421536	AC004832.4	AC004832.4 (from geneSymbol)
chr22	30425529	30429053	MTFP1	Homo sapiens mitochondrial fission process 1 (MTFP1), transcript variant 1, mRNA. (from RefSeq NM_016498)
chr22	30435543	30436244	AC004832.6	AC004832.6 (from geneSymbol)
chr22	30439836	30440318	AC004832.2	AC004832.2 (from geneSymbol)
chr22	30459228	30472049	SEC14L3	Homo sapiens SEC14 like lipid binding 3 (SEC14L3), transcript variant 1, mRNA. (from RefSeq NM_174975)
chr22	30475363	30492616	AC004832.1	Homo sapiens cDNA FLJ40828 fis, clone TRACH2011574. (from mRNA AK098147)
chr22	30481310	30481911	SDC4P	Homo sapiens syndecan 4 pseudogene (SDC4P), non-coding RNA. (from RefSeq NR_001580)
chr22	30488912	30505695	SEC14L4	Homo sapiens SEC14 like lipid binding 4 (SEC14L4), transcript variant 1, mRNA. (from RefSeq NM_174977)
chr22	30522798	30546682	SEC14L6	Homo sapiens SEC14 like lipid binding 6 (SEC14L6), transcript variant 2, mRNA. (from RefSeq NM_001353441)
chr22	30542535	30544305	SIRPAP1	signal regulatory protein alpha pseudogene 1 (from HGNC SIRPAP1)
chr22	30554634	30574578	GAL3ST1	Homo sapiens galactose-3-O-sulfotransferase 1 (GAL3ST1), transcript variant 2, mRNA. (from RefSeq NM_001318103)
chr22	30576624	30591940	PES1	Homo sapiens pescadillo ribosomal biogenesis factor 1 (PES1), transcript variant 1, mRNA. (from RefSeq NM_014303)
chr22	30598308	30606687	AC005006.1	AC005006.1 (from geneSymbol)
chr22	30606837	30627278	TCN2	Primary vitamin B12-binding and transport protein.  Delivers cobalamin to cells. (from UniProt P20062)
chr22	30635651	30647893	SLC35E4	Homo sapiens solute carrier family 35 member E4 (SLC35E4), transcript variant 1, mRNA. (from RefSeq NM_001001479)
chr22	30652050	30667860	DUSP18	Can dephosphorylate single and diphosphorylated  synthetic MAPK peptides, with preference for the phosphotyrosine  and diphosphorylated forms over phosphothreonine. In vitro,  dephosphorylates p-nitrophenyl phosphate (pNPP). (from UniProt Q8NEJ0)
chr22	30653876	30654814	AC003072.1	AC003072.1 (from geneSymbol)
chr22	30694805	30907824	OSBP2	Homo sapiens oxysterol binding protein 2 (OSBP2), transcript variant 1, mRNA. (from RefSeq NM_030758)
chr22	30731556	30731641	MIR3200	Homo sapiens microRNA 3200 (MIR3200), microRNA. (from RefSeq NR_036171)
chr22	30902218	30902781	EIF4HP2	eukaryotic translation initiation factor 4H pseudogene 2 (from HGNC EIF4HP2)
chr22	30922344	30926654	MORC2-AS1	MORC2 antisense RNA 1 (from HGNC MORC2-AS1)
chr22	30925129	30968298	MORC2	Homo sapiens MORC family CW-type zinc finger 2 (MORC2), transcript variant 2, mRNA. (from RefSeq NM_001303257)
chr22	30970181	30978847	TUG1	Homo sapiens taurine up-regulated 1 (TUG1), transcript variant 1, long non-coding RNA. (from RefSeq NR_110492)
chr22	30971004	30971149	RF01882	Sequence 165353 from Patent EP1572962. (from mRNA JD184329)
chr22	30971295	30971382	RF01883	RF01883 (from geneSymbol)
